user_id,age,gender,city,register_date,user_level
U00621,33,男,一线城市,2025-12-07,4
U00622,39,男,新一线城市,2025-10-11,5
U00623,29,男,新一线城市,2025-09-14,4
U00624,34,女,新一线城市,2024-02-06,5
U00625,31,男,三线及以下,2025-12-28,3
U00626,31,男,一线城市,2023-12-22,3
U00627,21,男,三线及以下,2025-05-15,5
U00628,21,男,新一线城市,2025-09-21,3
U00629,25,男,二线城市,2024-10-15,5
U00630,40,男,三线及以下,2025-07-02,4
U00631,46,男,一线城市,2026-05-02,1
U00632,23,女,二线城市,2025-10-22,2
U00633,24,男,三线及以下,2024-12-22,2
U00634,21,男,新一线城市,2024-10-09,6
U00635,20,男,二线城市,2026-04-20,2
U00636,27,女,新一线城市,2024-11-01,5
U00637,30,女,三线及以下,2026-03-04,2
U00638,29,男,新一线城市,2024-06-09,6
U00639,47,男,一线城市,2024-08-08,2
U00640,27,女,一线城市,2026-02-01,3
U00641,25,女,三线及以下,2025-09-05,3
U00642,32,女,三线及以下,2026-03-18,0
U00643,20,男,新一线城市,2026-09-10,4
U00644,29,男,新一线城市,2026-08-02,1
U00645,19,男,一线城市,2024-11-02,1
U00646,31,男,三线及以下,2024-06-05,4
U00647,28,男,新一线城市,2024-12-06,3
U00648,40,女,二线城市,2024-05-22,3
U00649,38,男,三线及以下,2024-03-24,1
U00650,33,男,一线城市,2026-03-20,2
U00651,29,男,三线及以下,2026-09-09,2
U00652,29,女,二线城市,2026-03-28,0
U00653,31,男,新一线城市,2026-09-05,2
U00654,36,男,新一线城市,2025-12-21,1
U00655,19,男,新一线城市,2025-07-06,2
U00656,28,男,一线城市,2024-10-28,2
U00657,38,男,三线及以下,2024-06-07,5
U00658,34,男,新一线城市,2025-11-24,4
U00659,29,女,二线城市,2026-06-07,3
U00660,21,男,三线及以下,2026-06-17,1
U00661,20,女,新一线城市,2026-08-30,5
U00662,35,男,一线城市,2026-04-15,1
U00663,33,女,新一线城市,2026-05-22,0
U00664,24,女,一线城市,2026-03-19,6
U00665,32,男,新一线城市,2025-07-01,3
U00666,32,女,一线城市,2026-04-29,3
U00667,32,女,一线城市,2024-05-20,2
U00668,25,女,新一线城市,2025-02-26,4
U00669,23,女,二线城市,2024-05-18,5
U00670,24,男,二线城市,2026-04-21,1
U00671,30,女,二线城市,2025-12-30,2
U00672,20,男,新一线城市,2026-08-14,3
U00673,23,男,一线城市,2026-09-10,4
U00674,49,女,新一线城市,2025-10-19,3
U00675,53,男,新一线城市,2026-01-29,2
U00676,20,男,三线及以下,2025-04-27,2
U00677,30,男,新一线城市,2023-11-06,4
U00678,34,女,一线城市,2024-06-21,0
U00679,23,女,三线及以下,2023-10-08,3
U00680,25,男,二线城市,2024-08-25,2
U00681,39,男,新一线城市,2023-10-15,3
U00682,30,男,一线城市,2026-09-07,0
U00683,20,男,新一线城市,2026-02-17,3
U00684,18,女,二线城市,2025-12-01,5
U00685,22,男,一线城市,2025-09-09,3
U00686,39,女,三线及以下,2026-09-09,2
U00687,21,女,二线城市,2024-05-26,5
U00688,40,女,二线城市,2024-12-13,3
U00689,38,女,一线城市,2023-12-19,1
U00690,27,男,二线城市,2026-04-06,1
U00691,22,男,三线及以下,2024-02-07,5
U00692,36,女,二线城市,2024-03-23,2
U00693,23,男,三线及以下,2024-10-29,3
U00694,38,男,一线城市,2026-04-04,4
U00695,27,男,新一线城市,2025-08-08,3
U00696,18,女,三线及以下,2023-11-19,5
U00697,41,女,三线及以下,2025-09-21,4
U00698,24,男,新一线城市,2025-07-31,0
U00699,18,女,三线及以下,2026-04-12,3
U00700,28,女,二线城市,2026-09-10,2
U00701,54,男,新一线城市,2024-09-06,5
U00702,35,女,新一线城市,2026-05-21,2
U00703,24,女,一线城市,2026-04-23,2
U00704,45,男,二线城市,2026-03-07,2
U00705,36,男,一线城市,2025-09-13,5
U00706,31,女,三线及以下,2025-07-07,1
U00707,38,男,三线及以下,2025-10-28,2
U00708,46,女,二线城市,2026-04-04,2
U00709,24,男,新一线城市,2024-07-30,3
U00710,27,女,三线及以下,2024-07-30,4
U00711,52,女,一线城市,2025-11-17,4
U00712,30,男,新一线城市,2025-09-12,4
U00713,36,女,新一线城市,2026-01-12,4
U00714,21,女,一线城市,2024-06-24,2
U00715,37,男,三线及以下,2026-08-10,1
U00716,18,女,一线城市,2026-07-26,3
U00717,27,女,三线及以下,2026-08-18,3
U00718,19,女,新一线城市,2026-06-17,4
U00719,21,男,一线城市,2026-07-27,4
U00720,37,女,三线及以下,2026-05-11,5
U00721,41,男,二线城市,2026-09-09,6
U00722,32,男,二线城市,2026-05-15,3
U00723,22,男,一线城市,2025-11-22,0
U00724,23,男,三线及以下,2026-08-27,5
U00725,25,女,二线城市,2023-12-01,5
U00726,32,女,新一线城市,2025-07-18,5
U00727,42,男,二线城市,2026-06-15,5
U00728,36,男,三线及以下,2025-04-06,4
U00729,18,男,三线及以下,2023-09-23,1
U00730,30,男,新一线城市,2026-07-05,3
U00731,30,女,新一线城市,2026-05-22,4
U00732,20,女,二线城市,2024-10-26,5
U00733,30,女,新一线城市,2026-01-31,3
U00734,40,男,二线城市,2024-04-24,0
U00735,29,女,一线城市,2024-11-01,4
U00736,37,女,三线及以下,2025-09-24,1
U00737,34,女,二线城市,2026-06-27,5
U00738,29,男,三线及以下,2025-12-23,3
U00739,38,男,新一线城市,2025-09-28,2
U00740,23,男,三线及以下,2025-07-12,5
U00741,53,女,新一线城市,2026-09-09,4
U00742,40,男,一线城市,2023-10-03,5
U00743,37,女,新一线城市,2023-12-18,6
U00744,22,男,二线城市,2025-11-25,3
U00745,24,女,一线城市,2026-08-21,1
U00746,22,男,一线城市,2024-09-18,2
U00747,55,女,新一线城市,2026-09-05,4
U00748,23,男,二线城市,2026-04-13,2
U00749,19,男,新一线城市,2026-06-23,4
U00750,43,男,新一线城市,2026-07-11,1
U00751,39,男,新一线城市,2023-09-23,3
U00752,51,男,三线及以下,2024-12-09,2
U00753,41,女,三线及以下,2025-10-19,6
U00754,53,男,新一线城市,2026-02-16,2
U00755,31,男,二线城市,2026-09-06,5
U00756,40,男,三线及以下,2026-02-12,2
U00757,29,男,二线城市,2025-06-29,1
U00758,41,女,一线城市,2025-04-07,1
U00759,37,女,三线及以下,2026-05-09,6
U00760,22,男,二线城市,2024-06-27,3
U00761,19,男,三线及以下,2024-05-14,6
U00762,33,男,新一线城市,2026-01-12,2
U00763,25,男,新一线城市,2026-09-06,2
U00764,18,男,新一线城市,2026-08-23,2
U00765,33,男,三线及以下,2026-08-01,0
U00766,29,女,新一线城市,2025-03-29,3
U00767,24,女,二线城市,2026-07-12,3
U00768,19,男,一线城市,2025-07-31,1
U00769,25,男,三线及以下,2026-08-21,3
U00770,26,女,二线城市,2026-05-18,3
U00771,45,女,一线城市,2026-08-31,2
U00772,36,男,二线城市,2026-02-19,5
U00773,40,女,一线城市,2024-11-30,5
U00774,26,女,新一线城市,2023-10-27,3
U00775,28,男,二线城市,2025-10-17,6
U00776,30,女,新一线城市,2025-09-09,2
U00777,50,男,三线及以下,2026-05-25,3
U00778,19,女,一线城市,2025-02-19,1
U00779,24,男,三线及以下,2026-01-28,4
U00780,22,男,一线城市,2024-04-23,1
U00781,22,女,三线及以下,2026-07-07,1
U00782,39,男,新一线城市,2024-04-30,1
U00783,32,女,二线城市,2026-03-25,4
U00784,36,女,一线城市,2026-03-15,6
U00785,27,男,三线及以下,2026-09-08,5
U00786,40,男,新一线城市,2024-12-31,2
U00787,49,男,三线及以下,2024-09-12,1
U00788,41,女,二线城市,2025-10-13,5
U00789,50,女,二线城市,2024-02-10,3
U00790,20,男,新一线城市,2024-05-12,4
U00791,48,女,二线城市,2026-07-19,2
U00792,18,女,三线及以下,2026-08-04,3
U00793,29,女,新一线城市,2024-09-23,4
U00794,38,男,一线城市,2025-01-22,4
U00795,27,男,一线城市,2026-08-15,5
U00796,25,男,三线及以下,2026-07-07,1
U00797,20,女,新一线城市,2026-05-16,2
U00798,30,男,三线及以下,2026-07-24,4
U00799,34,女,三线及以下,2026-02-04,2
U00800,19,男,新一线城市,2026-09-09,2
U00801,25,女,二线城市,2026-08-11,0
U00802,30,女,二线城市,2025-02-11,1
U00803,22,女,二线城市,2026-03-25,2
U00804,22,女,新一线城市,2025-04-12,3
U00805,30,男,新一线城市,2025-10-02,4
U00806,37,女,三线及以下,2025-11-09,6
U00807,48,男,三线及以下,2025-12-16,1
U00808,44,女,新一线城市,2026-09-07,4
U00809,31,男,一线城市,2026-04-19,5
U00810,19,女,三线及以下,2025-04-14,1
U00811,21,女,一线城市,2023-12-26,3
U00812,27,女,二线城市,2026-03-17,3
U00813,40,男,一线城市,2023-12-04,5
U00814,39,男,三线及以下,2024-10-30,1
U00815,50,男,三线及以下,2025-04-04,2
U00816,38,女,新一线城市,2025-11-17,3
U00817,18,女,新一线城市,2026-01-02,4
U00818,30,男,一线城市,2024-10-07,1
U00819,18,男,二线城市,2025-06-14,0
U00820,25,女,一线城市,2026-07-26,6
U00821,22,男,三线及以下,2026-08-10,5
U00822,20,女,二线城市,2023-11-06,2
U00823,40,女,三线及以下,2023-09-26,2
U00824,32,女,一线城市,2026-01-08,2
U00825,30,女,新一线城市,2026-09-10,1
U00826,46,女,三线及以下,2026-01-10,3
U00827,39,男,三线及以下,2025-01-28,4
U00828,29,男,一线城市,2024-10-22,2
U00829,24,男,新一线城市,2026-07-15,3
U00830,23,女,新一线城市,2026-02-22,5
U00831,37,女,新一线城市,2024-10-24,5
U00832,18,女,新一线城市,2026-09-07,6
U00833,20,女,三线及以下,2025-10-11,5
U00834,25,女,一线城市,2025-04-27,5
U00835,21,男,一线城市,2026-07-28,0
U00836,18,男,二线城市,2024-12-22,4
U00837,20,男,一线城市,2026-09-09,2
U00838,24,女,一线城市,2025-09-19,2
U00839,23,女,一线城市,2026-08-20,3
U00840,55,男,二线城市,2024-09-20,2
U00841,51,女,新一线城市,2024-12-05,1
U00842,37,女,二线城市,2023-12-29,1
U00843,38,女,一线城市,2026-05-18,4
U00844,25,男,三线及以下,2025-09-24,2
U00845,18,女,二线城市,2026-08-23,3
U00846,31,女,一线城市,2024-09-26,5
U00847,30,男,三线及以下,2026-07-20,1
U00848,25,女,二线城市,2026-06-02,5
U00849,18,女,三线及以下,2026-07-10,6
U00850,25,男,一线城市,2024-11-25,4
U00851,38,女,三线及以下,2024-01-30,2
U00852,40,女,二线城市,2026-08-07,0
U00853,27,女,一线城市,2026-02-13,5
U00854,39,女,三线及以下,2026-06-14,4
U00855,54,男,二线城市,2026-04-21,2
U00856,18,女,三线及以下,2023-09-22,1
U00857,48,男,新一线城市,2026-06-20,3
U00858,18,女,新一线城市,2025-06-15,2
U00859,20,男,二线城市,2026-09-10,6
U00860,22,男,二线城市,2026-09-01,4
U00861,30,男,二线城市,2026-09-10,6
U00862,25,女,新一线城市,2026-05-13,1
U00863,32,男,一线城市,2026-09-08,2
U00864,28,男,三线及以下,2025-12-05,4
U00865,21,女,二线城市,2024-03-27,2
U00866,46,女,新一线城市,2026-05-28,2
U00867,22,女,三线及以下,2023-12-03,4
U00868,23,男,新一线城市,2025-06-18,2
U00869,22,女,三线及以下,2026-02-05,3
U00870,19,女,三线及以下,2025-10-06,3
U00871,39,女,二线城市,2024-01-25,1
U00872,27,女,一线城市,2024-12-03,3
U00873,25,男,三线及以下,2026-07-29,2
U00874,19,女,二线城市,2026-09-08,4
U00875,18,男,一线城市,2025-04-07,2
U00876,18,女,新一线城市,2024-05-11,5
U00877,29,女,二线城市,2024-10-03,4
U00878,22,男,二线城市,2025-08-27,6
U00879,25,女,三线及以下,2025-12-26,2
U00880,55,男,三线及以下,2025-08-13,4
U00881,44,女,二线城市,2025-03-15,5
U00882,31,女,二线城市,2026-07-30,4
U00883,27,女,一线城市,2025-10-15,2
U00884,23,女,新一线城市,2026-01-24,5
U00885,31,男,新一线城市,2025-05-20,0
U00886,32,女,二线城市,2026-02-02,6
U00887,26,男,三线及以下,2024-08-14,6
U00888,18,男,二线城市,2025-05-24,0
U00889,36,男,三线及以下,2026-08-13,4
U00890,36,男,一线城市,2024-02-23,3
U00891,19,男,一线城市,2026-08-28,4
U00892,23,男,二线城市,2025-11-18,5
U00893,36,女,一线城市,2026-07-13,5
U00894,20,女,二线城市,2026-04-18,3
U00895,28,男,三线及以下,2025-06-03,5
U00896,22,女,三线及以下,2024-08-13,2
U00897,30,男,三线及以下,2026-08-28,2
U00898,35,女,三线及以下,2025-05-07,0
U00899,30,女,新一线城市,2024-10-27,2
U00900,39,男,二线城市,2025-07-27,4
U00901,21,男,新一线城市,2026-09-10,2
U00902,29,女,一线城市,2026-08-24,2
U00903,33,男,三线及以下,2024-06-21,1
U00904,26,女,三线及以下,2026-07-06,2
U00905,35,男,新一线城市,2025-05-04,2
U00906,37,男,二线城市,2026-08-23,3
U00907,19,女,二线城市,2024-01-19,1
U00908,24,男,新一线城市,2025-02-03,3
U00909,51,男,新一线城市,2025-07-07,5
U00910,36,女,一线城市,2026-08-28,2
U00911,35,男,新一线城市,2026-02-17,1
U00912,28,女,二线城市,2026-07-02,3
U00913,49,女,三线及以下,2024-08-01,2
U00914,30,男,新一线城市,2026-01-19,3
U00915,22,女,新一线城市,2026-07-06,4
U00916,38,男,二线城市,2026-09-05,1
U00917,27,女,一线城市,2024-02-13,3
U00918,36,男,三线及以下,2026-05-04,1
U00919,24,男,三线及以下,2026-03-27,3
U00920,27,男,三线及以下,2025-04-05,0
U00921,23,女,一线城市,2026-08-30,6
U00922,36,男,二线城市,2026-05-01,2
U00923,30,男,三线及以下,2026-03-01,1
U00924,19,男,二线城市,2026-02-24,6
U00925,21,男,一线城市,2026-04-10,5
U00926,30,女,一线城市,2025-02-27,3
U00927,27,女,新一线城市,2024-05-04,2
U00928,54,女,二线城市,2025-10-14,6
U00929,27,男,二线城市,2025-08-28,4
U00930,25,女,一线城市,2024-05-26,5
U00931,46,男,三线及以下,2026-07-03,4
U00932,28,男,二线城市,2024-08-23,6
U00933,19,男,新一线城市,2026-08-16,6
U00934,31,男,三线及以下,2026-05-12,3
U00935,25,男,三线及以下,2024-01-30,1
U00936,25,女,二线城市,2025-02-28,0
U00937,31,男,新一线城市,2026-04-08,5
U00938,44,女,一线城市,2026-04-08,6
U00939,19,女,新一线城市,2026-05-20,1
U00940,38,女,新一线城市,2026-08-05,2
U00941,33,女,一线城市,2026-09-04,5
U00942,35,女,一线城市,2024-01-30,4
U00943,31,男,一线城市,2024-04-24,6
U00944,28,女,一线城市,2025-02-12,1
U00945,18,女,二线城市,2026-09-10,2
U00946,35,男,新一线城市,2025-11-02,6
U00947,37,女,一线城市,2026-09-06,3
U00948,52,男,新一线城市,2026-08-23,5
U00949,23,女,三线及以下,2024-02-06,4
U00950,23,男,一线城市,2025-08-30,4
U00951,25,女,一线城市,2025-05-28,0
U00952,28,男,三线及以下,2024-11-01,5
U00953,39,男,新一线城市,2026-03-30,3
U00954,20,男,二线城市,2025-11-27,3
U00955,21,女,二线城市,2026-08-04,6
U00956,28,男,三线及以下,2025-10-15,3
U00957,26,女,新一线城市,2026-01-27,4
U00958,23,男,二线城市,2026-08-28,3
U00959,23,女,三线及以下,2025-08-12,3
U00960,20,女,三线及以下,2026-09-08,4
U00961,21,男,二线城市,2025-06-18,5
U00962,19,女,二线城市,2025-12-28,3
U00963,31,女,二线城市,2026-07-05,5
U00964,41,男,新一线城市,2024-01-11,5
U00965,24,男,新一线城市,2025-07-23,0
U00966,25,男,三线及以下,2023-12-09,2
U00967,31,女,三线及以下,2024-04-07,0
U00968,25,女,二线城市,2024-01-29,2
U00969,30,女,新一线城市,2025-03-01,5
U00970,28,男,一线城市,2026-06-03,2
U00971,22,男,新一线城市,2025-05-24,3
U00972,22,女,一线城市,2026-04-22,2
U00973,34,男,二线城市,2026-09-01,3
U00974,29,男,二线城市,2026-07-14,4
U00975,28,女,三线及以下,2025-03-26,2
U00976,22,女,新一线城市,2024-10-16,6
U00977,31,男,二线城市,2026-01-24,6
U00978,19,女,二线城市,2026-02-24,5
U00979,31,男,二线城市,2025-10-10,3
U00980,26,男,二线城市,2025-09-22,2
U00981,24,女,二线城市,2026-09-03,4
U00982,28,女,三线及以下,2024-11-13,2
U00983,40,男,新一线城市,2026-05-26,4
U00984,29,女,新一线城市,2026-09-08,2
U00985,18,男,三线及以下,2026-09-08,3
U00986,49,男,新一线城市,2025-12-13,0
U00987,20,女,二线城市,2025-04-03,4
U00988,18,女,新一线城市,2026-09-08,3
U00989,20,女,一线城市,2026-08-15,1
U00990,54,女,一线城市,2024-12-30,3
U00991,22,女,一线城市,2025-12-05,5
U00992,37,女,一线城市,2026-09-09,1
U00993,22,男,二线城市,2026-07-29,0
U00994,52,女,一线城市,2026-06-17,3
U00995,23,女,一线城市,2025-11-03,1
U00996,35,男,新一线城市,2025-10-15,6
U00997,23,女,新一线城市,2025-01-15,6
U00998,34,女,二线城市,2025-04-05,3
U00999,23,女,二线城市,2024-07-26,4
U01000,33,男,三线及以下,2026-07-05,2
